Husband_takes_drug,Media_usage,d101e,husband_drinks_alcohol,d121,wife_afraid_hasband,women_age,region,residence,v106,religion,ethnicity,no_of_H_members,age_H_head,wealth_Index,total_children_ever_born,currently_pregnant,No_of_living_children,number_of_other_wives,marital_duration,husband_education,husbands_occupation,,IPV 
1,1,0,0,0,0,6,10,2,1,0,2,0,44,0,5,0,3,0,14,0,33,,2
1,1,0,1,0,0,1,2,1,2,0,2,1,61,2,0,1,0,0,17,1,33,,0
1,1,0,1,0,1,3,2,1,2,0,2,0,27,2,1,0,1,0,22,2,33,,1
1,1,1,1,0,0,5,2,1,2,0,2,0,43,2,3,0,2,0,24,2,33,,0
1,1,0,1,0,0,5,2,1,2,0,2,1,85,2,2,0,1,0,36,2,33,,0
1,1,1,1,0,0,4,2,1,1,0,2,0,39,2,1,0,1,0,24,2,33,,2
1,1,0,1,0,0,4,2,1,2,0,2,0,49,2,1,0,1,0,23,2,33,,0
1,1,0,0,0,0,6,2,1,3,0,2,0,42,2,1,0,1,0,27,3,33,,2
1,1,0,1,1,0,6,2,1,1,0,2,0,42,2,4,0,4,1,15,2,1,,0
1,1,0,1,0,0,6,2,1,2,0,2,1,73,2,2,0,2,0,29,3,33,,0
1,1,1,0,0,1,5,2,1,3,0,2,0,41,2,2,0,2,0,35,3,33,,0
1,1,1,1,0,0,4,1,2,0,0,2,0,31,0,5,0,5,0,19,0,33,,1
1,1,1,1,0,0,4,1,2,2,0,2,0,33,1,3,0,2,0,24,1,33,,1
1,1,1,1,0,1,4,1,2,1,0,2,0,42,0,2,1,0,1,23,0,1,,2
1,1,0,0,0,1,7,1,2,0,0,2,0,51,0,3,0,3,0,31,0,33,,1
1,1,1,1,0,1,7,1,2,0,0,2,0,49,0,5,0,4,1,24,0,1,,1
1,1,1,1,0,0,2,1,2,1,0,2,1,45,0,1,0,1,0,22,0,33,,2
1,1,0,0,0,0,6,1,2,0,0,2,0,58,0,3,0,2,0,22,1,33,,2
1,1,1,1,0,1,5,1,2,1,0,2,0,38,0,5,0,4,0,22,0,33,,2
1,1,1,1,0,1,5,1,2,1,0,2,0,39,0,4,0,3,0,25,1,33,,2
1,1,0,0,0,0,3,10,2,1,0,2,0,29,1,2,0,2,0,19,2,33,,0
1,1,1,0,0,0,3,10,2,1,0,2,0,38,2,2,0,2,0,19,2,33,,3
1,1,1,1,0,0,6,10,2,0,0,2,1,40,0,6,0,5,0,17,1,33,,2
1,1,1,0,0,1,4,10,2,1,0,2,0,77,0,2,0,2,0,22,0,33,,3
1,1,1,0,0,0,6,10,2,2,0,2,1,33,0,8,0,6,0,20,1,33,,2
1,1,1,0,1,0,3,10,2,2,0,2,1,70,1,2,0,2,0,16,2,33,,0
1,1,0,1,1,0,3,10,2,0,0,2,0,29,0,2,0,2,0,24,1,33,,0
1,1,1,1,1,0,2,10,2,2,0,2,0,38,1,1,0,1,1,18,2,1,,3
1,1,0,0,0,1,7,10,2,0,0,2,0,47,0,4,0,3,0,24,0,33,,1
1,1,1,1,0,0,5,5,2,2,0,2,0,37,2,2,0,1,0,27,2,33,,0
1,1,0,0,0,0,3,5,2,2,0,2,0,27,0,2,0,2,0,26,1,33,,0
1,1,0,0,0,0,3,5,2,2,0,2,0,30,1,3,0,3,0,22,2,33,,0
0,1,1,1,1,0,4,5,2,2,0,2,0,30,1,1,0,1,0,23,3,33,,0
1,0,1,0,1,0,2,5,2,1,0,2,0,34,0,3,0,2,0,18,0,33,,1
1,0,1,0,0,0,3,5,2,2,0,2,0,27,1,1,1,1,0,20,2,33,,1
1,1,1,1,0,0,7,5,2,0,0,2,0,54,0,8,0,7,0,26,0,33,,0
1,1,0,0,1,1,3,5,2,0,0,2,0,46,0,2,0,2,0,23,2,33,,0
1,1,1,1,0,0,5,5,2,0,0,2,0,39,1,4,0,4,0,17,0,33,,0
1,1,1,1,0,0,3,5,2,1,1,2,0,30,0,2,0,2,0,21,1,33,,0
1,1,1,1,0,1,4,5,2,1,0,2,1,50,0,4,0,4,0,24,1,33,,0
1,1,1,0,0,1,2,5,2,1,0,2,0,24,0,3,0,2,0,16,1,33,,0
1,1,1,0,0,1,5,5,2,1,0,2,1,39,0,5,0,5,0,26,0,33,,0
1,1,0,0,0,1,6,5,2,0,0,2,1,43,0,9,0,9,0,21,1,33,,0
1,1,1,1,0,0,5,5,2,0,0,2,0,70,0,4,0,4,0,19,1,33,,0
1,1,1,0,0,0,5,5,2,1,0,2,0,39,0,3,0,3,0,20,2,33,,0
1,1,1,0,0,1,3,5,2,2,0,2,0,40,0,2,0,2,0,21,2,33,,0
1,1,1,0,0,0,2,5,2,0,0,2,0,22,0,2,0,2,0,18,1,33,,0
1,1,0,0,0,0,4,5,2,1,0,2,0,40,0,5,1,4,0,18,1,33,,0
1,1,0,1,0,1,7,2,2,0,0,2,0,67,0,8,0,7,0,18,0,33,,1
1,1,1,1,1,0,4,2,2,1,0,2,0,88,0,2,0,2,0,18,0,33,,2
1,1,1,0,0,1,7,2,2,1,0,2,0,53,0,9,0,7,0,17,1,33,,2
1,1,1,1,1,0,5,2,2,2,0,2,1,45,0,5,0,5,0,20,1,33,,0
1,1,1,1,0,1,3,2,2,1,0,2,1,52,0,2,0,2,0,21,2,33,,1
1,1,1,1,1,1,7,2,2,1,0,2,0,59,0,12,0,8,0,18,1,33,,0
1,1,1,0,0,1,3,2,2,0,0,2,0,44,0,5,0,3,0,18,1,33,,0
1,1,1,1,1,1,5,2,2,1,0,2,0,75,0,1,0,1,0,29,1,33,,4
1,1,1,0,1,1,2,7,2,1,0,2,0,44,2,0,0,0,0,18,2,33,,0
1,1,0,0,0,0,6,7,2,1,0,2,1,47,1,5,1,5,0,31,0,33,,0
1,1,1,1,1,0,4,7,2,1,0,2,0,40,1,3,0,3,0,17,1,33,,0
1,1,0,0,0,0,7,7,2,1,0,2,0,47,1,6,0,6,0,21,0,33,,0
1,1,1,0,0,0,7,7,2,1,0,2,1,49,1,9,0,9,0,21,0,33,,2
1,1,0,1,0,0,4,4,2,0,0,2,0,30,0,2,0,2,1,21,0,1,,0
1,1,0,1,0,0,7,4,2,0,0,2,1,43,0,4,0,4,0,28,2,33,,1
1,1,1,1,0,0,2,4,2,1,0,2,0,57,0,1,0,1,0,19,0,33,,2
1,1,0,1,1,1,5,4,2,1,0,2,0,48,0,5,0,4,0,25,0,33,,3
1,1,0,0,0,0,5,4,2,0,0,2,0,52,0,5,0,3,0,19,1,33,,0
1,1,1,1,0,0,4,4,2,0,0,2,0,30,0,2,0,1,1,19,1,1,,1
1,1,1,0,0,0,2,4,2,2,0,2,0,45,0,1,0,1,0,22,2,33,,0
1,1,0,1,0,1,1,4,2,2,0,2,0,67,0,1,0,1,0,15,1,33,,0
1,1,1,1,0,0,2,4,2,2,0,2,0,66,0,1,0,1,0,20,1,33,,0
1,1,0,1,0,1,5,4,2,0,0,2,0,37,0,4,0,4,0,19,1,33,,4
1,1,0,0,0,0,6,9,2,0,0,2,1,42,0,9,0,9,0,38,0,33,,0
1,1,0,1,1,0,2,9,2,1,0,2,0,55,0,0,1,0,0,19,2,33,,0
1,1,0,1,0,0,2,9,2,1,0,2,1,55,0,1,0,1,0,18,1,33,,0
1,1,1,0,0,0,3,9,2,0,0,2,1,35,0,6,0,6,1,13,1,1,,2
1,1,1,1,0,1,2,9,2,0,0,2,1,70,0,4,0,3,0,14,0,33,,1
1,1,0,1,0,0,5,9,2,0,0,2,1,38,0,7,1,6,0,21,0,33,,0
1,1,0,0,0,1,3,9,2,1,0,2,0,67,0,3,0,3,0,26,1,33,,0
1,0,0,0,0,0,4,9,2,0,0,2,1,29,0,5,0,5,0,19,0,33,,0
1,1,1,1,0,0,6,9,2,1,0,2,1,40,0,6,0,5,0,26,1,33,,0
1,1,0,1,0,0,4,9,2,0,0,2,0,31,0,5,0,4,0,19,0,33,,0
1,0,0,1,0,0,7,9,2,0,0,2,1,51,0,11,0,10,0,27,0,33,,0
1,1,1,1,0,0,4,9,2,1,0,2,0,35,0,4,0,4,0,20,1,33,,0
1,1,0,0,0,1,4,9,2,1,0,2,0,31,0,3,0,3,0,18,1,33,,0
1,1,1,1,0,0,5,9,2,1,0,2,0,41,0,4,0,4,0,20,1,33,,0
1,1,1,1,1,0,7,9,2,1,0,2,0,53,0,3,0,3,0,26,1,33,,0
1,1,0,0,0,0,5,9,2,1,0,2,0,36,0,4,0,4,0,28,1,33,,0
1,1,0,1,0,0,7,9,2,0,0,2,0,53,0,1,0,1,0,24,0,33,,0
1,1,1,0,0,1,7,9,2,1,0,2,0,47,0,7,0,7,0,25,1,33,,0
1,1,0,0,0,0,6,9,2,1,0,2,0,45,0,9,0,9,0,21,0,33,,0
1,1,0,0,0,1,1,9,2,1,0,2,1,48,0,1,1,1,0,16,2,33,,0
1,1,1,0,0,0,5,9,2,1,0,2,1,36,0,8,0,7,0,18,0,33,,1
1,1,0,0,0,0,3,9,2,1,0,2,0,29,0,3,0,3,2,22,0,33,,3
1,1,0,0,0,0,3,9,2,2,0,2,0,26,0,1,0,1,0,25,2,33,,3
1,1,0,0,0,1,3,9,2,1,0,2,1,35,0,5,0,4,0,18,1,33,,0
1,1,1,0,0,0,5,0,1,2,0,2,0,36,2,0,0,0,0,32,1,33,,0
1,1,1,0,0,0,5,0,1,3,0,2,0,39,2,2,0,2,0,31,3,33,,2
1,1,1,0,0,0,6,0,1,1,0,2,0,40,2,2,1,2,0,28,2,33,,0
1,1,0,1,0,0,6,0,1,2,0,2,1,41,2,6,0,6,0,28,3,33,,1
1,1,0,0,0,1,6,0,1,2,0,2,0,41,2,2,0,2,0,33,2,33,,0
1,1,0,0,0,0,6,0,1,2,0,2,0,44,2,4,0,4,0,19,2,33,,0
1,1,0,0,1,0,4,1,2,2,0,2,0,32,2,0,0,0,0,24,3,33,,0
1,1,0,0,1,0,6,1,2,2,0,2,0,41,2,1,0,1,0,16,3,33,,0
1,1,1,0,0,0,5,1,2,2,0,2,0,42,2,3,0,3,0,28,2,33,,0
1,1,0,1,0,1,5,1,2,2,0,2,0,37,2,0,0,0,1,23,2,1,,1
1,1,1,1,0,1,5,1,2,2,0,2,1,56,2,1,1,1,0,18,0,33,,0
1,1,0,0,0,0,5,1,2,3,0,2,0,56,2,1,0,1,0,25,0,33,,0
1,1,0,0,0,0,7,1,2,1,0,2,1,49,2,9,0,9,0,14,1,33,,2
1,1,0,0,0,0,7,1,2,2,0,2,1,45,2,3,0,3,0,29,2,33,,0
1,1,0,0,0,0,7,1,2,2,0,2,0,53,2,3,0,3,0,26,2,33,,0
1,1,1,1,0,0,1,9,1,2,0,2,0,22,1,1,0,1,1,15,2,1,,4
1,1,0,1,1,1,5,9,1,1,0,2,0,37,1,6,0,3,0,18,2,33,,4
1,1,1,0,0,0,2,9,1,2,0,2,0,43,1,1,1,1,1,18,2,1,,0
1,1,1,1,0,1,4,9,1,1,0,2,0,32,0,2,0,2,0,23,2,33,,0
1,1,1,0,0,0,3,9,1,1,0,2,0,47,0,2,1,2,0,21,0,33,,0
1,0,1,0,0,1,6,9,1,0,0,2,0,66,2,3,0,2,0,14,0,33,,0
1,1,1,1,0,0,4,9,1,2,0,2,2,38,2,1,0,1,0,32,3,33,,0
1,1,1,1,0,1,5,9,1,1,0,2,0,90,1,6,0,6,0,18,1,33,,4
1,1,1,1,0,1,4,9,1,1,0,2,1,76,2,4,0,4,0,16,1,33,,1
1,1,1,1,0,0,5,9,1,0,0,2,1,39,0,7,0,7,2,14,0,33,,0
1,1,1,1,0,0,5,9,1,1,0,2,0,39,0,5,0,5,0,20,1,33,,0
1,1,1,1,0,0,5,9,1,1,0,2,0,43,1,3,0,3,0,21,1,33,,0
1,1,1,0,1,0,5,9,1,0,0,2,0,36,1,6,0,6,1,17,2,1,,1
1,1,1,1,0,0,2,9,1,2,0,2,0,43,2,2,0,2,1,19,2,1,,2
1,1,0,0,0,1,4,2,2,1,0,2,0,40,0,2,0,2,0,18,0,33,,0
1,1,0,0,0,0,7,2,2,1,0,2,0,46,1,2,0,2,0,20,0,33,,0
1,0,0,0,0,0,6,2,2,1,0,2,1,43,0,5,0,5,0,26,2,33,,0
1,0,0,0,0,0,2,2,2,1,0,2,1,56,0,2,0,2,0,18,1,33,,0
1,0,0,0,0,0,7,2,2,0,0,2,0,49,0,6,0,5,0,19,0,33,,0
1,1,0,0,0,0,6,2,2,2,0,2,1,44,2,8,0,8,0,19,1,33,,0
1,1,0,0,0,0,2,2,2,1,0,2,0,58,0,2,0,2,0,17,0,33,,0
1,1,0,0,0,0,5,2,2,1,0,2,0,62,1,3,0,2,1,15,2,1,,0
1,0,0,1,0,0,6,2,2,0,0,2,0,77,0,3,0,3,0,24,0,33,,0
1,1,0,0,0,0,5,7,2,0,0,2,0,38,0,4,0,4,0,13,0,33,,0
1,1,1,1,1,0,1,7,2,1,0,2,0,55,0,2,0,2,0,14,1,33,,1
1,1,0,0,0,0,5,7,2,0,0,2,0,55,0,4,0,4,0,17,0,33,,0
1,1,1,1,0,0,6,7,2,0,0,2,0,45,0,4,0,4,0,23,1,33,,0
1,1,1,0,0,0,5,7,2,1,0,2,1,45,0,11,0,9,0,12,1,33,,0
1,1,0,0,0,0,2,7,2,2,0,2,1,55,0,2,1,2,0,17,1,33,,0
1,1,1,1,1,0,3,7,2,1,0,2,0,28,0,1,0,1,0,21,2,33,,0
1,1,0,0,1,0,3,7,2,1,0,2,0,85,0,1,0,1,1,23,1,1,,0
1,0,0,0,0,1,2,6,2,1,0,2,0,51,0,3,0,3,0,17,1,33,,0
0,1,1,0,0,0,7,6,2,2,0,2,0,59,0,1,0,1,0,36,1,33,,0
1,1,1,0,0,0,2,6,2,2,0,2,0,21,0,1,1,1,1,18,2,1,,0
1,1,1,0,0,0,5,6,2,0,0,2,0,42,0,4,0,3,2,19,1,33,,4
1,1,1,0,0,0,1,6,2,2,0,2,0,19,0,1,0,1,0,17,1,33,,0
1,1,0,0,0,0,6,6,2,0,0,2,0,41,1,4,0,4,0,22,1,33,,0
1,1,0,0,0,1,2,6,2,2,0,2,0,34,2,2,0,2,0,16,0,33,,0
1,1,1,1,0,0,2,6,2,2,0,2,2,26,2,2,0,2,0,16,2,33,,0
1,1,0,0,0,1,1,6,2,1,0,2,0,26,0,1,0,1,0,15,2,33,,0
1,1,0,0,0,1,3,4,2,1,0,2,1,60,0,1,1,1,0,26,2,33,,0
1,1,1,1,0,1,6,4,2,1,0,2,1,54,0,11,0,10,0,17,0,33,,2
1,1,0,0,1,1,5,4,2,1,0,2,0,35,0,3,0,3,0,26,2,33,,0
1,1,1,1,0,0,4,4,2,2,0,2,0,63,1,1,0,1,0,28,2,33,,0
1,1,1,0,0,1,3,4,2,1,0,2,2,31,0,5,0,4,0,19,2,33,,0
1,1,0,0,0,0,5,4,2,0,0,2,1,35,0,4,0,4,0,26,1,33,,0
0,0,1,1,0,1,6,5,2,1,0,2,0,40,0,3,0,1,0,22,1,33,,1
1,0,1,0,0,0,1,5,2,2,0,2,0,24,1,2,0,2,0,17,1,33,,3
1,0,1,1,0,1,5,5,2,1,0,2,0,39,0,3,0,3,0,21,1,33,,1
1,1,1,0,0,0,2,5,2,0,0,2,0,21,0,1,0,1,0,13,1,33,,1
1,1,1,0,0,0,2,5,2,1,0,2,0,21,1,1,0,1,0,20,2,33,,2
0,1,1,1,1,0,2,5,2,0,0,2,2,54,0,4,0,3,1,14,1,1,,1
1,1,1,1,1,0,2,5,2,1,1,2,0,23,0,1,0,1,0,17,0,33,,4
1,1,1,0,1,0,3,5,2,1,0,2,0,26,1,3,0,3,1,23,4,1,,0
1,0,1,1,0,0,6,5,2,0,0,2,1,42,0,8,0,5,0,21,1,33,,1
1,0,0,1,0,0,3,5,2,1,1,2,0,29,0,1,0,1,0,18,1,33,,0
1,1,1,0,1,0,4,1,2,0,0,2,1,36,0,4,0,4,0,15,2,33,,1
1,1,1,0,1,0,7,1,2,0,0,2,0,44,0,6,0,6,1,28,0,1,,1
1,1,1,1,0,0,5,1,2,2,0,2,0,46,0,0,0,0,1,29,0,1,,0
1,0,0,0,0,0,5,1,2,0,0,2,1,36,0,6,0,6,0,24,0,33,,0
1,0,0,0,0,0,6,1,2,0,0,2,0,42,0,4,0,4,1,22,0,1,,0
1,0,0,0,0,0,5,1,2,0,0,2,0,42,0,5,0,4,0,21,0,33,,0
1,1,1,0,0,0,5,1,2,1,0,2,0,36,0,3,0,3,0,20,2,33,,0
1,1,0,0,0,0,6,1,2,2,0,2,0,42,1,4,0,4,0,20,2,33,,0
1,1,0,0,1,1,5,1,2,2,0,2,0,37,0,4,0,4,0,23,0,33,,1
1,1,1,1,0,0,4,1,2,1,0,2,0,34,0,5,0,1,0,19,0,33,,4
1,1,0,0,0,0,2,5,2,0,0,2,1,61,0,2,0,0,0,16,2,33,,0
1,0,0,0,0,1,3,5,2,0,0,2,0,57,0,2,0,2,1,20,0,1,,1
1,1,0,0,1,0,2,5,2,2,0,2,0,80,0,1,0,1,0,18,2,33,,1
1,1,1,1,1,0,4,5,2,0,0,2,0,60,0,4,0,3,0,22,1,33,,1
1,1,0,0,0,0,1,5,2,1,0,2,1,51,0,1,0,1,1,18,2,1,,0
1,0,0,0,0,0,2,5,2,1,0,2,0,33,0,1,0,1,0,19,2,33,,1
1,1,0,0,0,0,3,5,2,1,1,2,1,55,1,3,0,3,0,20,1,33,,0
1,1,0,1,0,0,3,5,2,1,1,2,0,29,0,2,0,1,1,15,0,1,,1
1,0,0,0,0,0,2,5,2,1,0,2,0,24,0,2,0,2,0,21,0,33,,0
1,1,0,0,0,0,4,5,2,0,0,2,0,34,0,4,0,3,0,15,1,33,,0
1,1,1,0,0,0,5,5,2,1,0,2,0,40,0,1,1,1,0,34,1,33,,0
1,1,1,0,0,0,6,5,2,0,0,2,0,61,0,4,0,4,0,23,0,33,,0
1,1,1,1,1,0,7,5,2,0,0,2,0,60,1,0,0,0,0,25,1,33,,0
1,1,0,1,0,0,3,5,2,1,0,2,1,54,0,2,0,2,0,18,1,33,,0
1,1,0,1,1,0,5,5,2,0,0,2,1,36,1,3,0,3,0,24,1,33,,0
1,1,0,1,0,0,6,5,2,2,0,2,0,42,2,4,0,4,0,28,2,33,,0
1,1,1,1,0,0,3,5,2,2,0,2,1,25,1,1,0,1,0,22,3,33,,0
1,1,1,0,0,0,2,5,2,1,0,2,0,22,2,2,0,2,0,18,2,33,,0
1,1,0,1,0,0,3,5,2,1,0,2,0,29,1,3,0,3,0,17,1,33,,0
1,1,0,1,0,0,4,5,2,1,0,2,0,30,1,3,0,3,0,21,2,33,,0
1,1,0,0,0,0,5,1,2,1,0,2,3,61,2,2,0,2,0,24,1,33,,0
0,0,1,0,0,0,4,1,2,0,0,2,0,34,0,2,0,0,0,28,2,33,,0
1,1,1,0,0,1,5,1,2,2,0,2,0,34,2,2,0,2,1,30,3,1,,1
0,1,0,0,0,0,4,1,2,1,0,2,0,35,2,4,0,3,0,19,1,33,,0
1,1,1,1,0,0,3,1,2,2,0,2,0,39,1,2,0,2,0,17,2,33,,2
1,1,1,1,0,0,7,1,2,2,0,2,0,82,2,1,0,1,0,24,0,33,,0
0,1,0,1,0,0,5,1,2,0,0,2,0,38,0,1,0,1,0,25,0,33,,0
0,1,0,0,0,0,5,1,2,1,0,2,0,35,1,0,0,0,0,28,0,33,,0
1,1,0,0,0,0,6,1,2,2,0,2,0,44,2,0,0,0,0,27,0,33,,0
1,1,0,0,0,1,5,1,2,1,0,2,0,43,1,3,0,3,0,28,1,33,,2
1,1,1,0,0,0,2,1,2,1,0,2,0,33,2,1,1,1,0,15,1,33,,0
0,1,1,1,0,1,5,1,2,1,0,2,0,42,2,4,0,4,1,19,2,1,,2
1,1,1,0,0,1,5,0,1,3,0,2,0,38,2,1,0,1,0,30,3,33,,0
1,1,1,0,0,1,4,0,1,2,0,2,0,30,2,1,0,1,0,26,2,33,,0
1,1,0,1,1,1,4,0,1,2,0,2,0,33,2,2,0,2,0,16,2,33,,0
1,1,0,0,1,0,7,0,1,2,0,2,0,45,2,4,0,4,0,23,2,33,,0
1,1,1,1,0,0,3,0,1,2,0,2,1,29,2,2,0,2,2,17,2,33,,0
1,1,1,1,0,0,5,0,1,2,0,2,0,37,2,4,0,2,1,21,2,1,,0
1,1,1,0,0,0,2,0,1,2,0,2,0,31,2,0,0,0,0,20,2,33,,0
1,1,1,1,0,0,3,0,1,3,0,2,0,29,2,0,0,0,0,24,3,33,,0
1,1,1,0,0,0,4,0,1,2,0,2,0,39,2,2,0,2,0,16,2,33,,0
1,1,1,0,0,1,2,0,1,1,0,2,0,66,1,2,0,2,1,23,3,1,,2
1,1,0,0,0,0,7,0,1,3,0,2,0,46,2,3,0,3,0,23,3,33,,0
1,1,0,0,0,0,4,0,1,2,0,2,0,41,2,2,0,2,0,23,2,33,,0
1,1,0,0,0,0,6,9,2,0,0,2,0,61,0,9,0,8,0,18,0,33,,1
1,1,0,1,0,0,6,9,2,0,0,2,0,40,0,7,0,7,1,20,0,1,,0
1,1,0,0,0,0,2,9,2,1,0,2,0,43,0,0,1,0,0,20,1,33,,0
1,1,0,0,0,0,4,9,2,1,0,2,0,30,0,2,1,2,0,18,1,33,,2
1,1,0,1,0,1,6,9,2,0,0,2,0,64,0,2,0,2,0,29,0,33,,0
1,1,0,1,0,0,5,9,2,0,0,2,0,38,0,6,1,3,0,18,0,33,,0
1,1,0,1,0,0,6,9,2,0,0,2,0,40,0,5,0,5,1,20,0,1,,0
1,1,0,1,1,1,3,9,2,0,0,2,0,53,0,0,0,0,0,21,0,33,,4
1,1,0,1,0,1,6,9,2,0,0,2,0,64,0,0,0,0,0,35,0,33,,0
1,1,1,1,0,0,4,9,2,1,0,2,0,55,0,1,1,1,0,32,1,33,,0
1,1,1,1,0,0,7,9,2,0,0,2,0,48,0,8,0,6,0,15,0,33,,0
1,1,0,1,1,0,6,9,2,0,0,2,1,39,0,7,0,6,0,25,0,33,,0
1,1,0,1,0,0,2,9,2,2,0,2,0,51,0,1,0,1,0,20,2,33,,0
1,1,0,0,0,0,4,5,1,2,0,2,1,34,2,2,0,2,0,27,2,33,,0
1,1,1,1,1,0,3,5,1,2,0,2,0,26,2,1,0,1,0,23,1,33,,2
1,1,0,1,0,0,2,5,1,1,0,2,0,29,1,2,0,2,0,19,1,33,,1
1,1,0,0,0,0,7,5,1,1,0,2,1,55,2,1,0,1,0,28,2,33,,2
1,1,1,0,0,0,5,5,1,0,1,2,0,37,2,2,0,2,0,18,0,33,,0
1,1,1,1,0,1,3,5,1,2,0,2,1,59,1,1,0,1,0,20,0,33,,1
1,1,1,0,0,0,3,5,1,1,0,2,0,25,1,1,0,0,0,18,2,33,,0
1,1,0,1,0,0,4,5,1,1,0,2,0,37,0,3,0,3,0,18,1,33,,2
1,1,1,0,0,0,6,5,1,2,0,2,0,48,2,3,0,3,1,24,2,1,,2
1,1,1,1,0,0,3,5,1,3,0,2,0,33,2,1,0,1,0,22,2,33,,2
1,1,1,0,0,1,7,5,1,0,0,2,0,57,2,4,0,4,0,20,1,33,,0
1,1,1,1,0,0,4,5,1,2,0,2,2,75,2,2,0,2,0,18,2,33,,3
1,1,1,1,0,1,3,1,2,2,0,2,0,27,2,2,0,1,0,20,2,33,,1
1,1,1,1,0,0,4,1,2,3,0,2,0,34,2,2,0,2,0,22,2,33,,2
1,1,1,1,0,0,7,1,2,3,0,2,0,49,2,5,0,5,0,24,3,33,,0
1,1,0,0,1,0,5,1,2,2,0,2,0,39,2,0,0,0,0,37,2,33,,0
1,1,1,1,0,0,4,1,2,2,0,2,0,66,2,2,0,2,1,27,3,1,,0
1,1,1,0,0,1,7,1,2,2,0,2,0,55,2,1,0,0,0,28,3,33,,0
1,1,1,0,0,0,5,3,1,1,0,2,0,39,2,4,0,4,0,17,0,33,,2
1,1,1,0,0,0,4,3,1,2,0,2,0,43,2,1,0,1,0,26,3,33,,0
1,1,1,1,1,0,3,3,1,2,0,2,1,25,2,1,0,1,0,19,2,33,,0
1,1,0,0,0,0,7,3,1,1,0,2,0,46,1,6,0,4,1,19,1,1,,0
1,1,0,0,0,1,4,3,1,1,0,2,0,38,2,2,0,2,0,24,2,33,,0
1,1,1,0,0,1,5,3,1,0,0,2,0,33,1,5,1,5,1,16,1,1,,0
1,1,1,1,0,0,5,3,1,0,0,2,0,61,2,1,0,1,0,32,0,33,,0
1,1,1,1,1,1,2,3,1,1,0,2,0,27,1,0,1,0,0,18,1,33,,3
1,1,1,0,0,1,3,3,1,1,0,2,0,51,1,5,0,4,0,17,1,33,,1
1,1,0,0,0,0,7,3,1,1,0,2,0,45,2,7,0,7,0,21,0,33,,0
1,1,1,1,1,1,7,0,1,1,0,2,1,50,2,7,0,7,0,23,1,33,,2
1,1,0,1,0,0,5,0,1,2,0,2,0,28,2,3,0,3,0,18,2,33,,0
1,1,0,1,0,0,7,0,1,0,0,2,0,46,1,6,0,6,0,28,0,33,,4
1,1,1,0,0,1,2,0,1,2,0,2,0,44,2,1,0,1,0,19,0,33,,1
1,1,0,1,0,0,7,0,1,1,0,2,0,48,0,6,0,5,1,27,1,1,,0
1,0,0,0,0,0,4,0,1,0,0,2,0,31,2,3,0,3,0,17,2,33,,0
1,1,0,0,0,0,3,0,1,2,0,2,0,38,2,2,0,2,0,25,1,33,,0
1,1,0,0,0,0,3,0,1,2,0,2,0,39,2,0,0,0,0,20,2,33,,0
1,1,0,0,0,0,6,5,2,0,0,2,1,47,0,10,0,7,0,18,0,33,,0
1,1,0,0,0,0,4,5,2,0,0,2,0,51,0,1,0,0,0,28,0,33,,0
1,0,0,0,0,0,2,5,2,0,0,2,0,24,0,3,1,2,0,17,1,33,,0
1,1,1,0,0,0,2,5,2,0,0,2,0,26,0,2,0,1,0,15,0,33,,0
0,1,0,0,0,0,3,5,2,0,0,2,0,27,0,4,0,4,0,17,0,33,,0
1,1,1,0,0,1,3,5,2,0,0,2,0,26,0,2,0,1,0,13,0,33,,1
1,1,0,0,0,1,2,5,2,0,1,2,0,24,0,2,0,2,0,20,1,33,,1
0,1,0,0,1,1,5,5,2,0,0,2,1,34,0,6,0,6,0,18,0,33,,0
1,1,0,0,0,0,2,5,2,0,0,2,0,36,0,2,0,2,0,20,0,33,,0
1,1,0,1,0,0,6,5,2,0,0,2,1,40,0,8,0,8,0,21,0,33,,0
0,1,0,1,0,0,4,5,2,0,0,2,1,34,0,6,0,5,0,15,0,33,,2
1,1,0,0,1,1,3,5,2,0,0,2,0,30,0,3,0,3,0,20,1,33,,0
1,1,0,0,0,0,3,5,2,0,0,2,0,29,0,2,1,2,0,21,2,33,,0
1,0,1,1,0,0,7,1,2,0,0,2,1,45,0,6,0,5,0,26,1,33,,0
1,1,0,0,0,0,5,1,2,0,0,2,0,33,0,4,1,4,0,24,0,33,,0
1,1,0,0,0,0,5,1,2,1,0,2,0,35,0,5,0,5,0,28,0,33,,0
1,1,0,0,0,1,4,1,2,0,0,2,1,39,0,5,0,5,0,14,1,33,,0
1,1,1,0,0,0,1,1,2,0,0,2,0,67,0,1,1,1,0,16,2,33,,0
1,1,0,0,0,0,3,1,2,1,0,2,1,27,0,4,0,4,0,20,0,33,,0
1,1,0,0,0,1,4,1,2,2,0,2,0,31,0,1,0,1,0,24,0,33,,0
1,1,1,0,0,0,2,1,2,0,0,2,0,32,0,2,0,2,0,20,1,33,,2
1,1,0,0,0,0,3,1,2,1,0,2,0,26,0,2,1,2,0,19,0,33,,0
1,1,0,0,1,0,2,1,2,1,0,2,1,37,0,2,1,0,0,22,0,33,,1
1,1,1,0,0,0,3,1,2,1,0,2,0,73,0,1,0,1,0,21,1,33,,0
1,1,0,0,0,0,7,1,2,1,0,2,0,45,0,6,0,2,0,21,1,33,,0
